Title,Price,Link
2010-2014 NISSAN MURANO DRIVER SIDE REAR DOOR,$199,https://newyork.craigslist.org/brk/pts/d/brooklyn-nissan-murano-driver-side-rear/7438475312.html
2016-2018 TOYOTA RAV 4 PARTS LED TAIL LIGHTS PK UP IN WILLIAMSBURG BKL,$99,https://newyork.craigslist.org/brk/pts/d/brooklyn-toyota-rav-parts-led-tail/7438473763.html
2019 CHEVY SPARK FOR PARTS PICK UP IN WILLIAMSBURG BKLN NY 11222,$1,https://newyork.craigslist.org/brk/pts/d/brooklyn-2019-chevy-spark-for-parts/7435687546.html
2002 Nissan Altima V6 AC Compressor,$75,https://newyork.craigslist.org/lgi/pts/d/amityville-2002-nissan-altima-v6-ac/7439461343.html
2012 Acura TL 3.5L Cat-Back Exhaust Stock OEM Complete,$150,https://newyork.craigslist.org/lgi/pts/d/amityville-2012-acura-tl-35l-cat-back/7441567275.html
2009-2014 FORD F 150 TAILLIGHTS,$99,https://newyork.craigslist.org/brk/pts/d/brooklyn-ford-150-taillights/7436380609.html
2007 - 2015 Infiniti G35 G37 G25 Q40  ~~ PARTING OUT,,https://newyork.craigslist.org/lgi/pts/d/massapequa-park-infiniti-g35-g37-g25/7439464015.html
2006 Infiniti M35x Parts,$1,https://newyork.craigslist.org/lgi/pts/d/lindenhurst-2006-infiniti-m35x-parts/7439463603.html
2009 Acura TL 3.5L FWD ** Parting Out **,,https://newyork.craigslist.org/lgi/pts/d/amityville-2009-acura-tl-35l-fwd/7439464115.html
2011-2018 Infiniti M37 M37x M56 Q70 Passenger Side Doors (K51),$650,https://newyork.craigslist.org/lgi/pts/d/amityville-infiniti-m37-m37x-m56-q70/7433901980.html
"Nissan Altima Doors 2007-2012 (Grey, Green, Red, Silver)",$125,https://newyork.craigslist.org/lgi/pts/d/amityville-nissan-altima-doors-grey/7439466826.html
2010 Nissan Altima HYBRID Parts,$1,https://newyork.craigslist.org/lgi/pts/d/massapequa-park-2010-nissan-altima/7436160838.html
"Infiniti M35 M35x M45 Trunk Lids w/Camera (Grey, Tan, Black or Primed)",$100,https://newyork.craigslist.org/lgi/pts/d/amityville-infiniti-m35-m35x-m45-trunk/7439463989.html
HONDA CRV  REAR HATCH 2017-2019,"$1,299",https://newyork.craigslist.org/brk/pts/d/brooklyn-honda-crv-rear-hatch/7438229627.html
Infiniti M35 M35x M45 Door Panel Set (Black) 06-10,$150,https://newyork.craigslist.org/lgi/pts/d/amityville-infiniti-m35-m35x-m45-door/7439466417.html
HONDA ODDYSSEY 2018-2020 COMPLETE REAR SUSPENSION,$1,https://newyork.craigslist.org/brk/pts/d/brooklyn-honda-oddyssey-complete-rear/7443581481.html
HONDA ACCORD DOORS 2008-2012 ONLY NO OTHER PARTS,$249,https://newyork.craigslist.org/brk/pts/d/brooklyn-honda-accord-doors-only-no/7443581347.html
2020 HONDA CRV FRONT SUSPENSION PARTS,$1,https://newyork.craigslist.org/brk/pts/d/brooklyn-2020-honda-crv-front/7442434059.html
2004 - 2008 Acura TL DOORS ** CLEAN **,$100,https://newyork.craigslist.org/lgi/pts/d/acura-tl-doors-clean/7437480913.html
2004-2008 Acura TL Type S Cat-back Exhaust [[STRAIGHT PIPED]],$200,https://newyork.craigslist.org/lgi/pts/d/copiague-acura-tl-type-cat-back-exhaust/7441222458.html
INFINITI M37 M37X Q70 Q70S TRUNK LID w/ Camera,$150,https://newyork.craigslist.org/lgi/pts/d/amityville-infiniti-m37-m37x-q70-q70s/7437479626.html
2003 Lincoln LS V8 3.9L PARTS,$1,https://newyork.craigslist.org/lgi/pts/d/2003-lincoln-ls-v8-39l-parts/7443836062.html
2011-2017 Nissan Quest LE Leather Seat Set (HEATED),$650,https://newyork.craigslist.org/lgi/pts/d/copiague-nissan-quest-le-leather-seat/7443835890.html
2010 Nissan Maxima Panoramic ~ PARTING OUT,$1,https://newyork.craigslist.org/lgi/pts/d/copiague-2010-nissan-maxima-panoramic/7443836209.html
FORD ROTUNDA 62-0010 EMERGENCY CAR DOOR UNLOCKING TOOL SET,$30,https://newyork.craigslist.org/wch/pts/d/pelham-ford-rotunda-emergency-car-door/7445549750.html
2007 2008 ACURA TL TYPE-S PARTS,$1,https://newyork.craigslist.org/lgi/pts/d/babylon-acura-tl-type-parts/7433908193.html
Infiniti JX35 QX60 Pathfinder AWD ~ Subframe Crossmember Engine Cradle,$250,https://newyork.craigslist.org/lgi/pts/d/amityville-infiniti-jx35-qx60/7433900740.html
2008 BMW 535i E60 PARTING OUT 105k miles,$1,https://newyork.craigslist.org/lgi/pts/d/amityville-2008-bmw-535i-e60-parting/7439467676.html
2012 Nissan Maxima Dashboard w/ Airbag Fits: 09-14 *CLEAN*,$195,https://newyork.craigslist.org/lgi/pts/d/amityville-2012-nissan-maxima-dashboard/7439467641.html
Kumho Solus KR21 175/65R14 81 T Tire,$80,https://newyork.craigslist.org/que/pts/d/flushing-kumho-solus-kr-r14-81-tire/7443244922.html
2007 BMW E60 530xi Awd PARTING ~ Orient Blue,$1,https://newyork.craigslist.org/lgi/pts/d/amityville-2007-bmw-e60-530xi-awd/7439467559.html
BMW 535XI front differential,,https://newyork.craigslist.org/fct/pts/d/wilton-bmw-535xi-front-differential/7436694481.html
BMW TPMS sensors - 707355-10,,https://newyork.craigslist.org/fct/pts/d/wilton-bmw-tpms-sensors/7436694743.html
"BMW M5 (F90) Front and Rear Pads, OEM",$350,https://newyork.craigslist.org/fct/pts/d/wilton-bmw-m5-f90-front-and-rear-pads/7436694602.html
"MERCEDES , SPRINTER & ALL DIESEL TUNES",,https://newyork.craigslist.org/wch/pts/d/rye-mercedes-sprinter-all-diesel-tunes/7433248214.html
2006 Infiniti M35 Rwd Transmission ~ Only 82k miles,$550,https://newyork.craigslist.org/lgi/pts/d/amityville-2006-infiniti-m35-rwd/7445545574.html
2010 MINI COOPER (JCW) JOHN COOPER WORKS 6 SPEED,"$13,000",https://newyork.craigslist.org/que/pts/d/astoria-2010-mini-cooper-jcw-john/7444583137.html
2010 MINI COOPER SET OF 2 Windshield Washer Nozzles & Washer Hose,$45,https://newyork.craigslist.org/que/pts/d/astoria-2010-mini-cooper-set-of/7444583383.html
K&N air filter Honda civic,$20,https://newyork.craigslist.org/fct/pts/d/danbury-kn-air-filter-honda-civic/7432908027.html
2001 to 2004 Volvo V70 passenger lower tail light,$20,https://newyork.craigslist.org/wch/pts/d/new-rochelle-2001-to-2004-volvo-v70/7432907816.html
2007 2008 Acura TL Type-S TLS 3.5L ENGINE,"$1,250",https://newyork.craigslist.org/lgi/pts/d/massapequa-park-acura-tl-type-tls-35l/7441388671.html
2010 NISSAN MAXIMA PANORAMIC COMPLETE PART-OUT,$1,https://newyork.craigslist.org/lgi/pts/d/massapequa-park-2010-nissan-maxima/7439462360.html
2012 Nissan Quest LE ~~PART OUT,$1,https://newyork.craigslist.org/lgi/pts/d/amityville-2012-nissan-quest-le-part-out/7433536364.html
2007 Acura TL for Parts,$1,https://newyork.craigslist.org/lgi/pts/d/2007-acura-tl-for-parts/7439462418.html
Infiniti JX35 QX60 PARTING OUT,$1,https://newyork.craigslist.org/lgi/pts/d/amityville-infiniti-jx35-qx60-parting/7433536446.html
Rack Pinion Plus More Nissan Maxima / Infiniti I30 I35 PARTS,,https://newyork.craigslist.org/lgi/pts/d/rack-pinion-plus-more-nissan-maxima/7439462454.html
2006 Infiniti M45 for PARTS,$1,https://newyork.craigslist.org/lgi/pts/d/amityville-2006-infiniti-m45-for-parts/7441222963.html
2010 Nissan Altima Front Lower Control Arms Fits: 07-13,$40,https://newyork.craigslist.org/lgi/pts/d/amityville-2010-nissan-altima-front/7433543491.html
2013 Infiniti JX35 AWD Transmission (w/engine) 38k miles,"$1,750",https://newyork.craigslist.org/lgi/pts/d/amityville-2013-infiniti-jx35-awd/7436167467.html
"Acura TL Spindles/Axles/ Rack Pinion, Struts (Fits 04-08)",,https://newyork.craigslist.org/lgi/pts/d/acura-tl-spindles-axles-rack-pinion/7439470604.html
2008 Infiniti M35x M35 AWD Lower Control Arms (Front & Rear),$80,https://newyork.craigslist.org/lgi/pts/d/2008-infiniti-m35x-m35-awd-lower/7439470560.html
2008 Nissan Altima *COUPE* PARTS,$1,https://newyork.craigslist.org/lgi/pts/d/amityville-2008-nissan-altima-coupe/7436549109.html
2006 Acura TL for Parts,$1,https://newyork.craigslist.org/lgi/pts/d/amityville-2006-acura-tl-for-parts/7439461925.html
2006 BMW 5 Series 530xi E60 Black w/ Auburn Interior ~~ PART OUT,$1,https://newyork.craigslist.org/lgi/pts/d/massapequa-park-2006-bmw-series-530xi/7439461592.html
Mercedes Key fob from 2015 C-Class,$25,https://newyork.craigslist.org/que/pts/d/ridgewood-mercedes-key-fob-from-2015/7445537681.html
OEM AMG C Class Mercedes Spoiler,$130,https://newyork.craigslist.org/que/pts/d/ridgewood-oem-amg-class-mercedes-spoiler/7445537527.html
1936/1946 MOTORS REPAIR MANUAL/TRUCKS,$1,https://newyork.craigslist.org/wch/pts/d/glenham-motors-repair-manual-trucks/7436522322.html
2016 FORD 150 GRILL,$200,https://newyork.craigslist.org/wch/pts/d/glenham-2016-ford-150-grill/7436522190.html
GMC/CHEV ASSORTED PARTS,$1,https://newyork.craigslist.org/wch/pts/d/glenham-gmc-chev-assorted-parts/7436521962.html
Inspection Sticker,$80,https://newyork.craigslist.org/que/pts/d/bronx-inspection-sticker/7434211817.html
Tokico front strut for 00-03 nissan maxima,$140,https://newyork.craigslist.org/brk/pts/d/brooklyn-tokico-front-strut-for-nissan/7445536367.html
Jeep Wrangler 2 Door Soft Top Aftermarket,$300,https://newyork.craigslist.org/wch/pts/d/larchmont-jeep-wrangler-door-soft-top/7445534986.html
"Brake Fluid Bosch High Quality, Extended Service",$12,https://newyork.craigslist.org/que/pts/d/middle-village-brake-fluid-bosch-high/7433546863.html
BMW original brake rotors cryogenically treated. E12 E24 E23 - $150 (Stratford),$150,https://newyork.craigslist.org/fct/pts/d/east-setauket-bmw-original-brake-rotors/7442757909.html
LOT OF CAR KEYS & REMOTES,$75,https://newyork.craigslist.org/lgi/pts/d/franklin-square-lot-of-car-keys-remotes/7444552292.html
USED VOLVO 240 PARTS - LARGEST STOCK IN THE NORTHEAST,$1,https://newyork.craigslist.org/lgi/pts/d/deer-park-used-volvo-240-parts-largest/7444552300.html
VOLVO 240 TRANY - AUTOMATIC,$299,https://newyork.craigslist.org/lgi/pts/d/deer-park-volvo-240-trany-automatic/7444553425.html
L@@K 1993 VOLVO 240 - CLASSIC - LIMITED EDITION #698 ▀▄▀▄▀▄▀ -,"$9,999",https://newyork.craigslist.org/lgi/pts/d/franklin-square-lk-1993-volvo-classic/7444553431.html
1993 VOLVO 240 ▀▄▀▄▀▄▀ CLASSIC - LIMITED EDITION #974,"$9,999",https://newyork.craigslist.org/lgi/pts/d/franklin-square-1993-volvo-240-classic/7444553452.html
Nissan Maxima Dashboard * Navigation Wire Harness Complete Fits: 09-13,,https://newyork.craigslist.org/lgi/pts/d/amityville-nissan-maxima-dashboard/7439461632.html
2010 Mini Cooper,$0,https://newyork.craigslist.org/lgi/pts/d/great-neck-2010-mini-cooper/7445528219.html
Jeep Jeepster Commando '67-'73 NOS Door trim panels Free shipping!,$350,https://newyork.craigslist.org/lgi/pts/d/port-jefferson-station-jeep-jeepster/7444387902.html
C5 (1997 - 2004) Corvette Smoked Targa Top,$550,https://newyork.craigslist.org/wch/pts/d/mahopac-corvette-smoked-targa-top/7435803786.html
C5 / C7 Corvette Parts,$30,https://newyork.craigslist.org/wch/pts/d/mahopac-c5-c7-corvette-parts/7437874683.html
inspection sticker,$80,https://newyork.craigslist.org/brx/pts/d/bronx-inspection-sticker/7440331150.html
inspection sticker,$80,https://newyork.craigslist.org/brx/pts/d/bronx-inspection-sticker/7441140487.html
Corvette C6 radio,$200,https://newyork.craigslist.org/lgi/pts/d/great-neck-corvette-c6-radio/7445531368.html
dana 60 rear axle,$550,https://newyork.craigslist.org/stn/pts/d/staten-island-dana-60-rear-axle/7445531135.html
dana 60 front axle (balljoint),$550,https://newyork.craigslist.org/stn/pts/d/staten-island-dana-60-front-axle/7445530880.html
1985-88 Chevy Sprint Parking Light / Turn Signal Lens Cover,$8,https://newyork.craigslist.org/mnh/pts/d/new-york-chevy-sprint-parking-light/7443734996.html
ALL MOBILE DIESEL SERVICES,,https://newyork.craigslist.org/brk/pts/d/brooklyn-all-mobile-diesel-services/7441780539.html
1997 BMW E36 M3 Coupe Door Panels Rears Only,$200,https://newyork.craigslist.org/lgi/pts/d/west-babylon-1997-bmw-e36-m3-coupe-door/7445529774.html
Mercedes G class,$425,https://newyork.craigslist.org/lgi/pts/d/great-neck-mercedes-class/7445529022.html
Corvette C7 ZO6 mufflers,$750,https://newyork.craigslist.org/lgi/pts/d/great-neck-corvette-c7-zo6-mufflers/7445528554.html
Corvette c6 light,$55,https://newyork.craigslist.org/lgi/pts/d/great-neck-corvette-c6-light/7445528350.html
HEADLIGHTS FOR ACURA RL,$350,https://newyork.craigslist.org/lgi/pts/d/roosevelt-headlights-for-acura-rl/7445528345.html
CHEAP CAR INSURANCE,$100,https://newyork.craigslist.org/brx/pts/d/bronx-cheap-car-insurance/7445488872.html
(GM A-body platform) Factory Service Manual,$40,https://newyork.craigslist.org/brk/pts/d/brooklyn-gm-body-platform-factory/7444576194.html
60 days temporary tag,,https://newyork.craigslist.org/que/pts/d/fresh-meadows-60-days-temporary-tag/7438829478.html
Lincoln Navigator Winter floor mats,$25,https://newyork.craigslist.org/lgi/pts/d/floral-park-lincoln-navigator-winter/7433732000.html
NASCAR Tire Limited run,$25,https://newyork.craigslist.org/lgi/pts/d/floral-park-nascar-tire-limited-run/7442311751.html
2002 Honda Accord V6 Transmission,$500,https://newyork.craigslist.org/lgi/pts/d/roosevelt-2002-honda-accord-v6/7442453852.html
Sirius XM SXV300 Tuner,$20,https://newyork.craigslist.org/lgi/pts/d/floral-park-sirius-xm-sxv300-tuner/7436908546.html
1987 El Camino Steering Wheel,$125,https://newyork.craigslist.org/lgi/pts/d/floral-park-1987-el-camino-steering/7437598517.html
