Title,Price,Link
.40ct diamond ring 14k white gold,$800,https://newyork.craigslist.org/mnh/jwl/d/new-york-40ct-diamond-ring-14k-white/7443441190.html
Emerald cut Diamond Engagement Ring VS,"$1,500",https://newyork.craigslist.org/mnh/jwl/d/new-york-emerald-cut-diamond-engagement/7433659691.html
14k gold Diamond Ring  men's,$800,https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-gold-diamond-ring-mens/7443979360.html
14k gold Tennis Bracelet 3.ctw Diamonds,"$2,500",https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-gold-tennis-bracelet-3ctw/7443979612.html
1.ct Radiant cut Diamond Engagement Ring,"$2,000",https://newyork.craigslist.org/mnh/jwl/d/new-york-1ct-radiant-cut-diamond/7443979700.html
Tudor 18k/Steel ladies watch,"$1,500",https://newyork.craigslist.org/mnh/jwl/d/new-york-tudor-18k-steel-ladies-watch/7438803076.html
Emerald cut Diamond Engagement Ring VS,"$1,500",https://newyork.craigslist.org/mnh/jwl/d/new-york-emerald-cut-diamond-engagement/7443979802.html
.70ct Round Diamond G/VS Engagement Ring,"$2,500",https://newyork.craigslist.org/mnh/jwl/d/new-york-70ct-round-diamond-vs/7443979475.html
14 kt White Gold And Diamond Triangle Ring,$855,https://newyork.craigslist.org/stn/jwl/d/staten-island-14-kt-white-gold-and/7445543313.html
14 kt Gold And Diamond Dollar Sign $ Ring,$895,https://newyork.craigslist.org/stn/jwl/d/staten-island-14-kt-gold-and-diamond/7440727907.html
14 kt Gold And Diamond Horseshoe And Horse Head Ring,$855,https://newyork.craigslist.org/stn/jwl/d/staten-island-14-kt-gold-and-diamond/7440727684.html
"14 kt Gold & Diamonds Crucifix, Ship-wheel Anchor Pendant",$455,https://newyork.craigslist.org/stn/jwl/d/staten-island-14-kt-gold-diamonds/7440726753.html
14 kt Gold And Diamond Rectangle Ring,$725,https://newyork.craigslist.org/stn/jwl/d/staten-island-14-kt-gold-and-diamond/7440726517.html
14 kt Gold And Diamond Square Ring,"$1,055",https://newyork.craigslist.org/stn/jwl/d/staten-island-14-kt-gold-and-diamond/7440726092.html
GOLD TONE STAINLESS STEEL WATCH,$100,https://newyork.craigslist.org/brk/jwl/d/brooklyn-gold-tone-stainless-steel-watch/7437357937.html
.9 ct Princess Cut GIA certified diamond ring,"$1,400",https://newyork.craigslist.org/que/jwl/d/flushing-ct-princess-cut-gia-certified/7445536952.html
14K white gold round cut diamond engagement ring .33ct 6 accent stones,$650,https://newyork.craigslist.org/wch/jwl/d/white-plains-14k-white-gold-round-cut/7445531846.html
Swarovski Jewelry,$80,https://newyork.craigslist.org/brk/jwl/d/brooklyn-swarovski-jewelry/7433218457.html
Vintage Blue Enamel Earrings,$31,https://newyork.craigslist.org/mnh/jwl/d/new-york-vintage-blue-enamel-earrings/7445526056.html
Valentine's Day 10k Rose Gold Triple Heart Pendant w/ Orig. ZALES Box,$225,https://newyork.craigslist.org/wch/jwl/d/bronxville-valentines-day-10k-rose-gold/7434650900.html
WINDUP WATCH BOX on Sale,$175,https://newyork.craigslist.org/lgi/jwl/d/floral-park-windup-watch-box-on-sale/7440362399.html
Corum (for CARTIER)Gold Watch,"$7,500",https://newyork.craigslist.org/lgi/jwl/d/floral-park-corum-for-cartiergold-watch/7440362507.html
14k Gold Plated Kaleidoscope Vintage Ladies Cocktail Skeleton Watch,$525,https://newyork.craigslist.org/lgi/jwl/d/floral-park-14k-gold-plated/7440530987.html
Burberry MENS Watch  Used,$275,https://newyork.craigslist.org/lgi/jwl/d/floral-park-burberry-mens-watch-used/7440362121.html
RAYMOND WEIL MEN's WATCH,$325,https://newyork.craigslist.org/lgi/jwl/d/floral-park-raymond-weil-mens-watch/7440531130.html
Hamilton Vintage 14 k Yellow Gold,$799,https://newyork.craigslist.org/lgi/jwl/d/floral-park-hamilton-vintage-14-yellow/7440531271.html
Sentry Supreme 5380 SAFE,$175,https://newyork.craigslist.org/lgi/jwl/d/floral-park-sentry-supreme-5380-safe/7440559108.html
Beautiful Silver Necklace,$75,https://newyork.craigslist.org/que/jwl/d/forest-hills-beautiful-silver-necklace/7444583220.html
Silver Jewelry Liquidation (70 to 90% off),$0,https://newyork.craigslist.org/que/jwl/d/forest-hills-silver-jewelry-liquidation/7439841842.html
Skagen Thin Watch,$65,https://newyork.craigslist.org/que/jwl/d/forest-hills-skagen-thin-watch/7439843242.html
Mexican Silver Bracelet with Turquoise Stones,$95,https://newyork.craigslist.org/que/jwl/d/mexican-silver-bracelet-with-turquoise/7439843335.html
Native American style Necklace with Silver Pendant,$75,https://newyork.craigslist.org/que/jwl/d/native-american-style-necklace-with/7439843458.html
(11) HERMÈS POUCHES + Ribbon,$61,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-11-herms-pouches-ribbon/7439862001.html
CARTIER SHOPPING BAG *new*,$36,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-cartier-shopping-bag-new/7438954668.html
*** NY & COMPANY JEWELRY ***,$0,https://newyork.craigslist.org/lgi/jwl/d/ny-company-jewelry/7437754673.html
(11) HERMÈS POUCHES + Ribbon,$61,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-11-herms-pouches-ribbon/7441580441.html
CARTIER SHOPPING BAG *new*,$36,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-cartier-shopping-bag-new/7441439592.html
(11) HERMÈS POUCHES + Ribbon,$61,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-11-herms-pouches-ribbon/7441503472.html
Swarovski Graceful CRY/ROS Necklace - Rose Gold - 5294867-1 BRAND NEW,$99,https://newyork.craigslist.org/brk/jwl/d/brooklyn-swarovski-graceful-cry-ros/7433028665.html
White and Blue Diamond White Gold Bracelet,$195,https://newyork.craigslist.org/mnh/jwl/d/brooklyn-white-and-blue-diamond-white/7445507013.html
CARTIER SHOPPING BAG *new*,$36,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-cartier-shopping-bag-new/7442397267.html
CARTIER SHOPPING BAG *new*,$36,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-cartier-shopping-bag-new/7440419774.html
CARTIER SHOPPING BAG *new*,$36,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-cartier-shopping-bag-new/7441993819.html
Handmade original & unique necklaces,$35,https://newyork.craigslist.org/mnh/jwl/d/new-york-handmade-original-unique/7440003856.html
Necklace: Howlite & Bamboo Corals,$30,https://newyork.craigslist.org/mnh/jwl/d/new-york-necklace-howlite-bamboo-corals/7441580540.html
Handmade unique Onyx & Blue Quartz  necklace,$100,https://newyork.craigslist.org/mnh/jwl/d/new-york-handmade-unique-onyx-blue/7442417435.html
NEW Men's GUESS Watch Brown and Rose Gold Leather Watch. NEW!,$90,https://newyork.craigslist.org/fct/jwl/d/stamford-new-mens-guess-watch-brown-and/7445502856.html
Murano glass pendant,$25,https://newyork.craigslist.org/que/jwl/d/bayside-murano-glass-pendant/7439074656.html
R Mandle vintage goldtone poodle pin,$25,https://newyork.craigslist.org/que/jwl/d/bayside-mandle-vintage-goldtone-poodle/7437633467.html
1.00 CTTW DIAMOND ENGAGEMENT RING 14K WHITE GOLD,"$1,750",https://newyork.craigslist.org/que/jwl/d/jackson-heights-100-cttw-diamond/7445500969.html
Handmade original & unique necklaces : pearls & garnet,$60,https://newyork.craigslist.org/mnh/jwl/d/new-york-handmade-original-unique/7434003635.html
"Pearls, Aventurine, Jade bracelet",$60,https://newyork.craigslist.org/mnh/jwl/d/new-york-pearls-aventurine-jade-bracelet/7445500729.html
DIAMOND ENGAGEMENT RING 14K,$999,https://newyork.craigslist.org/que/jwl/d/jackson-heights-diamond-engagement-ring/7444322144.html
Artistic glass necklaces and one bracelet remaining,$25,https://newyork.craigslist.org/que/jwl/d/bayside-artistic-glass-necklaces-and/7439680698.html
Vintage Avon Chain Necklace,$8,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-vintage-avon-chain/7442014912.html
Vintage GENT pin,$25,https://newyork.craigslist.org/que/jwl/d/bayside-vintage-gent-pin/7437638714.html
Vintage Hattie Carnegie,$75,https://newyork.craigslist.org/que/jwl/d/bayside-vintage-hattie-carnegie/7437638483.html
Ayala Bar bracelet made in Israel,$35,https://newyork.craigslist.org/que/jwl/d/bayside-ayala-bar-bracelet-made-in/7437651488.html
Hand-made by artist,$35,https://newyork.craigslist.org/que/jwl/d/bayside-hand-made-by-artist/7438096173.html
Onyx and cloisonne necklace,$38,https://newyork.craigslist.org/que/jwl/d/bayside-onyx-and-cloisonne-necklace/7439191537.html
Antique pendant/pin,$49,https://newyork.craigslist.org/que/jwl/d/bayside-antique-pendant-pin/7436397891.html
Pink Rose Quartz Heart Pendant,$15,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-pink-rose-quartz-heart/7436932720.html
Vintage Clear Crystal Reversed Glass Rose Pendant,$12,https://newyork.craigslist.org/mnh/jwl/d/new-york-city-vintage-clear-crystal/7436932912.html
3 Crystal/Glass Trinket/Jewelry Containers,$7,https://newyork.craigslist.org/mnh/jwl/d/crystal-glass-trinket-jewelry-containers/7443118932.html
"Necklace w/ Leaf Pendant, 3 Pearls and Blue Stone",$30,https://newyork.craigslist.org/mnh/jwl/d/new-york-necklace-leaf-pendant-pearls/7444579415.html
Fused glass earrings bought at Lincoln Center craft fair,$12,https://newyork.craigslist.org/que/jwl/d/bayside-fused-glass-earrings-bought-at/7436099197.html
Hand-made beaded necklace—craft show,$35,https://newyork.craigslist.org/que/jwl/d/bayside-hand-made-beaded-necklacecraft/7440004898.html
Joshua & Sons Watch : JS-04-04 Automatic Self Wind Dial Color Blue Men,$130,https://newyork.craigslist.org/brk/jwl/d/brooklyn-joshua-sons-watch-js-automatic/7433557085.html
14k gold 4.ctw Diamond Oval Ring,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-gold-4ctw-diamond-oval-ring/7436531764.html
14k yellow gold Cuban link  bracelet 49g,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-yellow-gold-cuban-link/7438729775.html
Rolex Yacht- master II S/Steel ceramic,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-rolex-yacht-master-ii-steel/7433835145.html
10k gold 1.ctw Diamond Ring,"$1,000",https://newyork.craigslist.org/mnh/jwl/d/new-york-10k-gold-1ctw-diamond-ring/7437240861.html
14k gold 1.ctw Diamond Engagement Ring,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-gold-1ctw-diamond/7436706330.html
Movado Men’s 14k solid Gold,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-movado-mens-14k-solid-gold/7436888868.html
Rolex Datejust Men’s 36mm diamond bezel,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-rolex-datejust-mens-36mm/7444167564.html
R Mandle vintage goldtone poodle pin,$25,https://newyork.craigslist.org/que/jwl/d/bayside-mandle-vintage-goldtone-poodle/7437638608.html
Pendant and matching pin,$35,https://newyork.craigslist.org/que/jwl/d/bayside-pendant-and-matching-pin/7437754130.html
Tag Heuer Carrera caliber 16 Day Date 43mm Men’s watch,$0,https://newyork.craigslist.org/mnh/jwl/d/tag-heuer-carrera-caliber-16-day-date/7443262396.html
Rolex Datejust 41mm Men’s 18k Rose Gold /Steel  Brand New with papers,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-rolex-datejust-41mm-mens-18k/7434731171.html
Rolex Datejust Men’s 36mm 2/tone with diamond,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-rolex-datejust-mens-36mm-tone/7436532053.html
14k white Gold chain 24”inch 28 grams,"$1,280",https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-white-gold-chain-24inch-28/7440285374.html
Rolex 18k Gold President 36mm 5.ct diamond bezel,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-rolex-18k-gold-president-36mm/7444513723.html
Onyx and cloisonne necklace,$38,https://newyork.craigslist.org/que/jwl/d/bayside-onyx-and-cloisonne-necklace/7440607685.html
Breitling Chronomat 44 Raven complete,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-breitling-chronomat-44-raven/7444513859.html
14k Solid Cuban link Bracelet  VIP 100 grams 8” inch 12.9mm,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-solid-cuban-link-bracelet/7444514265.html
18k Gold Cartier Love bracelet size-22 yellow Gold,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-18k-gold-cartier-love-bracelet/7438205078.html
Rolex President  36mm  5.ct diamonds bezel,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-rolex-president-36mm-5ct/7444592443.html
Rolex Datejust Men’s 41mm S/Steel Brand New complete,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-rolex-datejust-mens-41mm-steel/7444592709.html
10k Solid Cuban link Chain   VIP 175 grams 26” inch 9.75mm,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-10k-solid-cuban-link-chain-vip/7444594063.html
14k yellow Gold Rope chain 26”,"$1,550",https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-yellow-gold-rope-chain-26/7444594201.html
BVLGARI  18k gold  Ring,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-bvlgari-18k-gold-ring/7444594291.html
14k solid yellow gold Cuban link  Chain 146 grams,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-solid-yellow-gold-cuban/7444594573.html
14k gold 3.7ct Natural Emerald Ring,$0,https://newyork.craigslist.org/mnh/jwl/d/new-york-14k-gold-37ct-natural-emerald/7444595404.html
BARAKA 18k White Gold Single Diamond Screws Men's Band Ring Size 10,$0,https://newyork.craigslist.org/brk/jwl/d/brooklyn-baraka-18k-white-gold-single/7444594713.html
Artistic brass collar made in India,$10,https://newyork.craigslist.org/que/jwl/d/bayside-artistic-brass-collar-made-in/7439970513.html
Artistic glass necklaces and one bracelet remaining,$25,https://newyork.craigslist.org/que/jwl/d/bayside-artistic-glass-necklaces-and/7437122070.html
Swarovski Graceful CRY/ROS Necklace - Rose Gold - 5294867-1 BRAND NEW,$99,https://newyork.craigslist.org/brk/jwl/d/brooklyn-swarovski-graceful-cry-ros/7433891821.html
Vintage GENT pin,$25,https://newyork.craigslist.org/que/jwl/d/bayside-vintage-gent-pin/7436104749.html
14K mobe pearl earrings French pierced back,$275,https://newyork.craigslist.org/que/jwl/d/14k-mobe-pearl-earrings-french-pierced/7433369814.html
White enameled earrings,$12,https://newyork.craigslist.org/que/jwl/d/bayside-white-enameled-earrings/7444377676.html
"Blancpain Limited Edition Anthony Quinn ""Lovers"", a yellow gold automa","$8,100",https://newyork.craigslist.org/mnh/jwl/d/new-york-blancpain-limited-edition/7445490866.html
Murano necklace with millefiore clasp,$50,https://newyork.craigslist.org/que/jwl/d/bayside-murano-necklace-with-millefiore/7436344100.html
14K mobe pearl earrings French pierced back,$275,https://newyork.craigslist.org/que/jwl/d/14k-mobe-pearl-earrings-french-pierced/7439209874.html
Murano necklace with millefiore clasp,$50,https://newyork.craigslist.org/que/jwl/d/bayside-murano-necklace-with-millefiore/7434011263.html
Vintage rhinestone butterfly pin--- has never been used,$10,https://newyork.craigslist.org/que/jwl/d/bayside-vintage-rhinestone-butterfly/7440012434.html
